Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       237	  0.829710	  8.592550	  3.196766	  1.959427	 12.438922	  1.334954	
       238	  0.829729	  7.894838	  3.179761	  1.945623	 12.370556	  1.330449	
       239	  0.829747	  8.858812	  3.165596	  1.932527	 12.311615	  1.328039	
       240	  0.829765	  8.294536	  3.150781	  1.916809	 12.245359	  1.327471	
       241	  0.829783	  7.545548	  3.137245	  1.903388	 12.171961	  1.327734	
       242	  0.829801	  7.131004	  3.123260	  1.888386	 12.116950	  1.326557	
       243	  0.829819	  8.318006	  3.109185	  1.876973	 12.045933	  1.324487	
       244	  0.829838	  7.057135	  3.097709	  1.866523	 11.993016	  1.323082	
       245	  0.829856	  8.636845	  3.085279	  1.854879	 11.948299	  1.320408	
       246	  0.829874	  7.440104	  3.074304	  1.846194	 11.901629	  1.317696	
       247	  0.829892	  8.560441	  3.064692	  1.840083	 11.856343	  1.314727	
       248	  0.829910	  7.760765	  3.055537	  1.831715	 11.815253	  1.313535	
       249	  0.829928	  8.564628	  3.047500	  1.827738	 11.793338	  1.308435	
       250	  0.829947	  8.138224	  3.038839	  1.821359	 11.753470	  1.306297	
       251	  0.829965	  8.032089	  3.028879	  1.812805	 11.705295	  1.304998	
       252	  0.829983	  7.912917	  3.019108	  1.802403	 11.660250	  1.304969	
       253	  0.830001	  7.141301	  3.008780	  1.793267	 11.606710	  1.304252	
       254	  0.830019	  7.496246	  3.000395	  1.783879	 11.564771	  1.304980	
       255	  0.830037	  7.701727	  2.990264	  1.776146	 11.502070	  1.304557	
       256	  0.830056	  8.406943	  2.981016	  1.766805	 11.464330	  1.303665	
       257	  0.830074	  7.299884	  2.974021	  1.762555	 11.431187	  1.301403	
       258	  0.830092	  7.262169	  2.966212	  1.757557	 11.387990	  1.299782	
       259	  0.830110	  7.557692	  2.960576	  1.752821	 11.365243	  1.298497	
       260	  0.830128	  7.091881	  2.953900	  1.749159	 11.334979	  1.295884	
       261	  0.830146	  7.381819	  2.946935	  1.747345	 11.308242	  1.291084	
       262	  0.830165	  7.647609	  2.939814	  1.742522	 11.271611	  1.289493	
       263	  0.830183	  7.810824	  2.931857	  1.736102	 11.243249	  1.287044	
       264	  0.830201	  6.782726	  2.922727	  1.727625	 11.203446	  1.285920	
       265	  0.830219	  6.953929	  2.916525	  1.720231	 11.191019	  1.284713	
       266	  0.830237	  7.126897	  2.907451	  1.708581	 11.143026	  1.287073	
       267	  0.830255	  7.642835	  2.898287	  1.697534	 11.114831	  1.286577	
       268	  0.830274	  8.091257	  2.890158	  1.686719	 11.089759	  1.286955	
       269	  0.830292	  6.901476	  2.882102	  1.677625	 11.049809	  1.287864	
       270	  0.830310	  6.345777	  2.875146	  1.667731	 11.023748	  1.289281	
       271	  0.830328	  8.238198	  2.866663	  1.658835	 10.984195	  1.289456	
       272	  0.830346	  6.784039	  2.857908	  1.649706	 10.949806	  1.288852	
       273	  0.830364	  7.871761	  2.848841	  1.641203	 10.913672	  1.287542	
       274	  0.830383	  7.526666	  2.842041	  1.635857	 10.885056	  1.285922	
       275	  0.830401	  7.064245	  2.833719	  1.627881	 10.871061	  1.282585	
       276	  0.830419	  8.265775	  2.824135	  1.621470	 10.830626	  1.279413	
       277	  0.830437	  6.526827	  2.814939	  1.615053	 10.803086	  1.275242	
       278	  0.830455	  7.101553	  2.806029	  1.606793	 10.786858	  1.271605	
       279	  0.830473	  6.590277	  2.797187	  1.600160	 10.762672	  1.267699	
       280	  0.830492	  6.174632	  2.789700	  1.593345	 10.743757	  1.265181	
       281	  0.830510	  6.576601	  2.782101	  1.587990	 10.714025	  1.262612	
       282	  0.830528	  6.425675	  2.775475	  1.584483	 10.680520	  1.260334	
       283	  0.830546	  6.765540	  2.769884	  1.582737	 10.656357	  1.256937	
       284	  0.830564	  6.032214	  2.764632	  1.579000	 10.636170	  1.255149	
       285	  0.830582	  6.553360	  2.758221	  1.574897	 10.608790	  1.252920	
       286	  0.830601	  6.013061	  2.753567	  1.571910	 10.589223	  1.251273	
       287	  0.830619	  6.538817	  2.747401	  1.568685	 10.565853	  1.248191	
       288	  0.830637	  6.876028	  2.742695	  1.565816	 10.549746	  1.245963	
       289	  0.830655	  7.161417	  2.737438	  1.560066	 10.532490	  1.245459	
       290	  0.830673	  7.181571	  2.730767	  1.551996	 10.511182	  1.245391	
       291	  0.830691	  7.734876	  2.724219	  1.545676	 10.480520	  1.245192	
       292	  0.830710	  6.051592	  2.715921	  1.538441	 10.459778	  1.242138	
       293	  0.830728	  6.528826	  2.707227	  1.530082	 10.426479	  1.240978	
       294	  0.830746	  5.941489	  2.699342	  1.523266	 10.404875	  1.238266	
       295	  0.830764	  6.327236	  2.689476	  1.514657	 10.361138	  1.236959	
       296	  0.830782	  6.527684	  2.680463	  1.507176	 10.319489	  1.235660	
       297	  0.830800	  7.346585	  2.671764	  1.502072	 10.281678	  1.232353	
       298	  0.830819	  5.878155	  2.661724	  1.494392	 10.222432	  1.231934	
       299	  0.830837	  6.471309	  2.654755	  1.489821	 10.182146	  1.230914	
       300	  0.830855	  6.872815	  2.647462	  1.485118	 10.143194	  1.229390	
       301	  0.830873	  7.269437	  2.639639	  1.478368	 10.107459	  1.228465	
       302	  0.830891	  6.625399	  2.633374	  1.474141	 10.062877	  1.228694	
       303	  0.830909	  6.182670	  2.626775	  1.469554	 10.031057	  1.227192	
       304	  0.830928	  6.127824	  2.620463	  1.464582	 10.001464	  1.226153	
       305	  0.830946	  6.776636	  2.614472	  1.459598	  9.973110	  1.225430	
       306	  0.830964	  6.162916	  2.607289	  1.453436	  9.944634	  1.224046	
       307	  0.830982	  5.936450	  2.600497	  1.446985	  9.918251	  1.223212	
       308	  0.831000	  6.127141	  2.593934	  1.443301	  9.903478	  1.218876	
       309	  0.831018	  5.855438	  2.588510	  1.439976	  9.877478	  1.217251	
       310	  0.831037	  6.542649	  2.584533	  1.436584	  9.869385	  1.215518	
       311	  0.831055	  5.626735	  2.579597	  1.434686	  9.854245	  1.212004	
       312	  0.831073	  6.715037	  2.575926	  1.432735	  9.839861	  1.210247	
       313	  0.831091	  6.265320	  2.572836	  1.430369	  9.834975	  1.208494	
       314	  0.831109	  5.569177	  2.568812	  1.426126	  9.823893	  1.207802	
       315	  0.831127	  6.307608	  2.566218	  1.423681	  9.811948	  1.207705	
       316	  0.831146	  7.065642	  2.561634	  1.417948	  9.789908	  1.208880	
       317	  0.831164	  6.050510	  2.556713	  1.413631	  9.774056	  1.207577	
       318	  0.831182	  6.267348	  2.550988	  1.409523	  9.753829	  1.205490	
       319	  0.831200	  5.686543	  2.544671	  1.401573	  9.729001	  1.206496	
       320	  0.831218	  7.012437	  2.537941	  1.395768	  9.702605	  1.205236	
       321	  0.831236	  6.019597	  2.531288	  1.388638	  9.693819	  1.203054	
       322	  0.831255	  6.245191	  2.524251	  1.382445	  9.661912	  1.202399	
       323	  0.831273	  6.031491	  2.518006	  1.376942	  9.645575	  1.200325	
       324	  0.831291	  5.899002	  2.510960	  1.370240	  9.619578	  1.199382	
       325	  0.831309	  5.954753	  2.503436	  1.364396	  9.594298	  1.196898	
       326	  0.831327	  5.391767	  2.497302	  1.357997	  9.581531	  1.195353	
       327	  0.831345	  5.800708	  2.491291	  1.354625	  9.557741	  1.192661	
       328	  0.831364	  5.575470	  2.485175	  1.349783	  9.538582	  1.190554	
       329	  0.831382	  5.828827	  2.480303	  1.346503	  9.523782	  1.188299	
       330	  0.831400	  5.842760	  2.473710	  1.341857	  9.491824	  1.186942	
       331	  0.831418	  5.177249	  2.469240	  1.338758	  9.471928	  1.185753	
       332	  0.831436	  6.653649	  2.464225	  1.334755	  9.441632	  1.185911	
       333	  0.831454	  6.148789	  2.459421	  1.332461	  9.412919	  1.184629	
       334	  0.831473	  5.834181	  2.453253	  1.329314	  9.378215	  1.182894	
       335	  0.831491	  6.144605	  2.446597	  1.324397	  9.338048	  1.182758	
       336	  0.831509	  5.894932	  2.439556	  1.320091	  9.300649	  1.181154	
       337	  0.831527	  4.988930	  2.435204	  1.317118	  9.282145	  1.179858	
       338	  0.831545	  5.825551	  2.429351	  1.313633	  9.249209	  1.178682	
       339	  0.831563	  5.320879	  2.424537	  1.309106	  9.225934	  1.178750	
       340	  0.831582	  5.289504	  2.419466	  1.306481	  9.196151	  1.177536	
       341	  0.831600	  5.880976	  2.414578	  1.304736	  9.171761	  1.175086	
       342	  0.831618	  6.043338	  2.409948	  1.301663	  9.143770	  1.174708	
       343	  0.831636	  5.460639	  2.405056	  1.297910	  9.116375	  1.174499	
       344	  0.831654	  6.293757	  2.400267	  1.294884	  9.101638	  1.172122	
       345	  0.831672	  5.762367	  2.395712	  1.291443	  9.083712	  1.170892	
