Step     	Epsilon  	Train Perp	Perp     	Key Perp 	Val Perp 	Other Perp	
       216	  0.829329	  2.144513	  1.586612	  1.000086	  3.988754	  1.001251	
       217	  0.829347	  2.197686	  1.586594	  1.000086	  3.988709	  1.001229	
       218	  0.829365	  2.251364	  1.586672	  1.000086	  3.989408	  1.001200	
       219	  0.829383	  2.299913	  1.586413	  1.000086	  3.987538	  1.001179	
       220	  0.829401	  2.287521	  1.586218	  1.000086	  3.986173	  1.001152	
       221	  0.829420	  2.155090	  1.586068	  1.000086	  3.985156	  1.001124	
       222	  0.829438	  2.202935	  1.585851	  1.000086	  3.983617	  1.001097	
       223	  0.829456	  2.154390	  1.585839	  1.000086	  3.983672	  1.001062	
       224	  0.829474	  2.212996	  1.585790	  1.000086	  3.983433	  1.001028	
       225	  0.829492	  2.126956	  1.585592	  1.000086	  3.982061	  1.000999	
       226	  0.829511	  2.208557	  1.585601	  1.000085	  3.982238	  1.000971	
       227	  0.829529	  2.139561	  1.585346	  1.000085	  3.980414	  1.000948	
       228	  0.829547	  2.161005	  1.585463	  1.000084	  3.981410	  1.000919	
       229	  0.829565	  2.168955	  1.585493	  1.000082	  3.981743	  1.000894	
       230	  0.829583	  1.999604	  1.585486	  1.000083	  3.981781	  1.000870	
       231	  0.829601	  2.289498	  1.585390	  1.000082	  3.981171	  1.000842	
       232	  0.829620	  2.163874	  1.585329	  1.000081	  3.980801	  1.000819	
       233	  0.829638	  2.235035	  1.585510	  1.000081	  3.982256	  1.000798	
       234	  0.829656	  2.210012	  1.585555	  1.000081	  3.982677	  1.000777	
       235	  0.829674	  2.110534	  1.585618	  1.000080	  3.983200	  1.000764	
       236	  0.829692	  2.259686	  1.585720	  1.000080	  3.984063	  1.000742	
       237	  0.829710	  2.215866	  1.585826	  1.000081	  3.984887	  1.000734	
       238	  0.829729	  2.120776	  1.585643	  1.000081	  3.983535	  1.000726	
       239	  0.829747	  2.246095	  1.585407	  1.000080	  3.981775	  1.000722	
       240	  0.829765	  2.246612	  1.585514	  1.000081	  3.982585	  1.000720	
       241	  0.829783	  2.197413	  1.585127	  1.000080	  3.979706	  1.000712	
       242	  0.829801	  2.178227	  1.584998	  1.000080	  3.978767	  1.000704	
       243	  0.829819	  2.249289	  1.584849	  1.000079	  3.977677	  1.000697	
       244	  0.829838	  2.104846	  1.584935	  1.000078	  3.978366	  1.000689	
       245	  0.829856	  2.231444	  1.584790	  1.000077	  3.977329	  1.000675	
       246	  0.829874	  2.064594	  1.584683	  1.000076	  3.976565	  1.000665	
       247	  0.829892	  2.213503	  1.584705	  1.000076	  3.976781	  1.000653	
       248	  0.829910	  2.220265	  1.584762	  1.000075	  3.977220	  1.000651	
       249	  0.829928	  2.221169	  1.584652	  1.000074	  3.976400	  1.000650	
       250	  0.829947	  2.165559	  1.584618	  1.000073	  3.976182	  1.000641	
       251	  0.829965	  2.212567	  1.584452	  1.000072	  3.974942	  1.000640	
       252	  0.829983	  2.127992	  1.584324	  1.000070	  3.973960	  1.000647	
       253	  0.830001	  2.137408	  1.584239	  1.000070	  3.973341	  1.000643	
       254	  0.830019	  2.230908	  1.584139	  1.000069	  3.972582	  1.000644	
       255	  0.830037	  2.215917	  1.584026	  1.000068	  3.971731	  1.000645	
       256	  0.830056	  2.268584	  1.583780	  1.000068	  3.969909	  1.000639	
       257	  0.830074	  2.293611	  1.583741	  1.000067	  3.969605	  1.000641	
       258	  0.830092	  2.255984	  1.583679	  1.000067	  3.969164	  1.000637	
       259	  0.830110	  2.230671	  1.583755	  1.000066	  3.969766	  1.000629	
       260	  0.830128	  2.119265	  1.583715	  1.000065	  3.969493	  1.000624	
       261	  0.830146	  2.206568	  1.583777	  1.000064	  3.969972	  1.000621	
       262	  0.830165	  2.155928	  1.583726	  1.000064	  3.969590	  1.000620	
       263	  0.830183	  2.339188	  1.583847	  1.000063	  3.970515	  1.000618	
       264	  0.830201	  2.147010	  1.583918	  1.000062	  3.971061	  1.000616	
       265	  0.830219	  2.179009	  1.584187	  1.000062	  3.973092	  1.000615	
       266	  0.830237	  2.107813	  1.584397	  1.000061	  3.974695	  1.000608	
       267	  0.830255	  2.301594	  1.584427	  1.000060	  3.974933	  1.000607	
       268	  0.830274	  2.229558	  1.584569	  1.000060	  3.976014	  1.000604	
       269	  0.830292	  2.132841	  1.584639	  1.000059	  3.976566	  1.000598	
       270	  0.830310	  2.128316	  1.584511	  1.000059	  3.975600	  1.000599	
       271	  0.830328	  2.338685	  1.584414	  1.000060	  3.974891	  1.000593	
       272	  0.830346	  2.182418	  1.584344	  1.000059	  3.974376	  1.000590	
       273	  0.830364	  2.216323	  1.584223	  1.000059	  3.973486	  1.000585	
       274	  0.830383	  2.244843	  1.584041	  1.000059	  3.972125	  1.000583	
       275	  0.830401	  2.165745	  1.583924	  1.000059	  3.971266	  1.000579	
       276	  0.830419	  2.202475	  1.583658	  1.000058	  3.969269	  1.000578	
       277	  0.830437	  2.143711	  1.583361	  1.000056	  3.967060	  1.000574	
       278	  0.830455	  2.313539	  1.583215	  1.000055	  3.965982	  1.000570	
       279	  0.830473	  2.140763	  1.583212	  1.000053	  3.965985	  1.000565	
       280	  0.830492	  2.128073	  1.583052	  1.000052	  3.964828	  1.000555	
       281	  0.830510	  2.202504	  1.582920	  1.000050	  3.963873	  1.000546	
       282	  0.830528	  2.158571	  1.582655	  1.000049	  3.961925	  1.000538	
       283	  0.830546	  2.253587	  1.582429	  1.000048	  3.960262	  1.000531	
       284	  0.830564	  2.107252	  1.582483	  1.000047	  3.960705	  1.000521	
       285	  0.830582	  2.206786	  1.582303	  1.000046	  3.959381	  1.000515	
       286	  0.830601	  2.090237	  1.582333	  1.000046	  3.959649	  1.000504	
       287	  0.830619	  2.228687	  1.582140	  1.000046	  3.958221	  1.000499	
       288	  0.830637	  2.159058	  1.582114	  1.000045	  3.958052	  1.000493	
       289	  0.830655	  2.214905	  1.582067	  1.000044	  3.957729	  1.000487	
       290	  0.830673	  2.209461	  1.581815	  1.000044	  3.955834	  1.000487	
       291	  0.830691	  2.277557	  1.581560	  1.000043	  3.953944	  1.000484	
       292	  0.830710	  2.155092	  1.581236	  1.000043	  3.951519	  1.000481	
       293	  0.830728	  2.099601	  1.580877	  1.000042	  3.948856	  1.000477	
       294	  0.830746	  2.142499	  1.580560	  1.000042	  3.946490	  1.000475	
       295	  0.830764	  2.091639	  1.580015	  1.000042	  3.942423	  1.000470	
       296	  0.830782	  2.174295	  1.579605	  1.000041	  3.939376	  1.000466	
       297	  0.830800	  2.244838	  1.579163	  1.000041	  3.936079	  1.000463	
       298	  0.830819	  2.187238	  1.578865	  1.000041	  3.933857	  1.000462	
       299	  0.830837	  2.248929	  1.578377	  1.000040	  3.930235	  1.000456	
       300	  0.830855	  2.184482	  1.578074	  1.000040	  3.927977	  1.000455	
       301	  0.830873	  2.240045	  1.577945	  1.000040	  3.927047	  1.000446	
       302	  0.830891	  2.226127	  1.577490	  1.000040	  3.923648	  1.000447	
       303	  0.830909	  2.143126	  1.577326	  1.000040	  3.922456	  1.000440	
       304	  0.830928	  2.178592	  1.577102	  1.000039	  3.920795	  1.000438	
       305	  0.830946	  2.120961	  1.577018	  1.000039	  3.920180	  1.000436	
       306	  0.830964	  2.169465	  1.576879	  1.000038	  3.919152	  1.000434	
       307	  0.830982	  2.041171	  1.576793	  1.000038	  3.918508	  1.000435	
       308	  0.831000	  2.160795	  1.576621	  1.000038	  3.917233	  1.000432	
       309	  0.831018	  2.179951	  1.576356	  1.000038	  3.915263	  1.000432	
       310	  0.831037	  2.167867	  1.576219	  1.000037	  3.914253	  1.000429	
       311	  0.831055	  2.128789	  1.576157	  1.000037	  3.913791	  1.000429	
       312	  0.831073	  2.207557	  1.575906	  1.000036	  3.911935	  1.000427	
       313	  0.831091	  2.146299	  1.575728	  1.000036	  3.910607	  1.000429	
       314	  0.831109	  2.169570	  1.575690	  1.000035	  3.910332	  1.000427	
       315	  0.831127	  2.260609	  1.575625	  1.000035	  3.909846	  1.000427	
       316	  0.831146	  2.282367	  1.575589	  1.000034	  3.909595	  1.000424	
       317	  0.831164	  2.156423	  1.575341	  1.000033	  3.907753	  1.000424	
       318	  0.831182	  2.203616	  1.575277	  1.000033	  3.907279	  1.000424	
       319	  0.831200	  2.099994	  1.575154	  1.000033	  3.906353	  1.000426	
       320	  0.831218	  2.424094	  1.575015	  1.000032	  3.905307	  1.000429	
       321	  0.831236	  2.088598	  1.574859	  1.000032	  3.904144	  1.000431	
       322	  0.831255	  2.205729	  1.574628	  1.000032	  3.902416	  1.000433	
       323	  0.831273	  2.239418	  1.574518	  1.000032	  3.901605	  1.000432	
       324	  0.831291	  2.130034	  1.574250	  1.000032	  3.899617	  1.000430	
       325	  0.831309	  2.153502	  1.574014	  1.000032	  3.897871	  1.000429	
       326	  0.831327	  2.020910	  1.573992	  1.000032	  3.897711	  1.000428	
       327	  0.831345	  2.149768	  1.573839	  1.000032	  3.896579	  1.000426	
       328	  0.831364	  2.194791	  1.573635	  1.000032	  3.895070	  1.000425	
       329	  0.831382	  2.182861	  1.573385	  1.000032	  3.893213	  1.000426	
       330	  0.831400	  2.145407	  1.573359	  1.000033	  3.893028	  1.000424	
       331	  0.831418	  1.992142	  1.573374	  1.000032	  3.893145	  1.000421	
       332	  0.831436	  2.268941	  1.573126	  1.000032	  3.891301	  1.000422	
       333	  0.831454	  2.119570	  1.573108	  1.000032	  3.891173	  1.000422	
       334	  0.831473	  2.242477	  1.573000	  1.000032	  3.890362	  1.000423	
       335	  0.831491	  2.196904	  1.572941	  1.000032	  3.889931	  1.000421	
       336	  0.831509	  2.188489	  1.572993	  1.000032	  3.890312	  1.000424	
       337	  0.831527	  2.132603	  1.573191	  1.000032	  3.891774	  1.000426	
       338	  0.831545	  2.277922	  1.573197	  1.000032	  3.891807	  1.000428	
       339	  0.831563	  2.224410	  1.573276	  1.000032	  3.892381	  1.000432	
       340	  0.831582	  2.089088	  1.573262	  1.000032	  3.892249	  1.000439	
       341	  0.831600	  2.255911	  1.573243	  1.000032	  3.892105	  1.000439	
       342	  0.831618	  2.329752	  1.573126	  1.000032	  3.891224	  1.000441	
       343	  0.831636	  2.104236	  1.572992	  1.000032	  3.890214	  1.000446	
